mp_id,formula,bandgap_eV,nsites,density_g_per_cm3,volume_per_atom_A3,spacegroup_number,crystal_system,nelements
mp-774082,Li(CoO2)2,0.6659,56,4.7834,9.3633,4,Monoclinic,3
mp-561268,As3Pb2ClO6,3.4974,48,5.5912,19.0723,62,Orthorhombic,4
mp-1192701,TaH6C2SeCl5,2.2733,30,2.5324,20.4254,36,Orthorhombic,5
mp-1102246,LaSeCl,1.336,12,5.5185,25.4081,62,Orthorhombic,3
mp-1104062,Sr(GaSe2)2,1.8012,14,4.7375,27.185,66,Orthorhombic,3
mp-720376,H4SeO5,3.6427,80,2.7149,9.969,61,Orthorhombic,3
mp-558521,B2Se2O7,3.9418,44,3.5788,12.2973,19,Orthorhombic,3
mp-1196297,CsRb2Sb4F15,4.0177,88,4.127,19.6763,14,Monoclinic,4
mp-20223,Mn2GeO4,1.0831,28,4.8046,12.1712,62,Orthorhombic,3
mp-510273,CsSbO2,2.3758,8,4.9682,23.9534,15,Monoclinic,3
mp-1198756,Nd3InS6,0.9578,40,5.2901,23.2261,18,Orthorhombic,3
mp-1197742,In2Te5,0.8515,42,5.5474,37.1025,15,Monoclinic,2
mp-21633,Li3VF6,2.4401,60,3.0684,10.0526,15,Monoclinic,3
mp-15783,KSmS2,2.2759,4,3.8835,27.108,166,Trigonal,3
mp-1195797,Hg2Sb7H2Xe3F59,1.7275,146,3.6495,17.267,2,Triclinic,5
mp-17128,CsTb(PO3)4,5.3063,36,3.5666,15.7192,4,Monoclinic,4
mp-4112,Tl2SO4,3.7965,28,6.9092,17.3327,62,Orthorhombic,3
mp-1213715,Cs2Ti4O9,3.0106,30,4.4336,15.0132,12,Monoclinic,3
mp-18835,VPO4,1.8347,24,3.7579,10.7459,63,Orthorhombic,3
mp-1018691,Eu2H3Br,0.091,6,6.3154,16.9531,164,Trigonal,3
mp-15953,P2Rh,0.3705,12,6.0493,15.0841,14,Monoclinic,2
mp-624,B6As,2.6454,14,3.59,9.237,166,Trigonal,2
mp-567177,KNb(AgSe2)2,1.459,16,4.3206,31.8796,40,Orthorhombic,4
mp-3281,Al5BO9,4.9385,30,2.9439,10.8946,36,Orthorhombic,3
mp-4782,CaSnF6,5.418,8,3.186,17.7715,148,Trigonal,3
mp-1223469,KLiZn3O4,1.643,9,4.3637,12.9494,8,Monoclinic,4
mp-1206682,SmNiBi,0.2493,3,9.9501,23.2549,216,Cubic,3
mp-556695,NaSrBO3,3.8575,24,3.7057,12.6527,14,Monoclinic,4
mp-39215,Zn3GaB6PO12,4.2006,23,4.0222,9.9402,160,Trigonal,5
mp-1102534,POsS,0.944,12,9.2309,15.1868,14,Monoclinic,3
mp-3006,P2Pd3S8,1.5779,13,3.3554,24.2772,164,Trigonal,3
mp-29970,Cs3Sb5O14,1.187,88,5.6628,16.4146,55,Orthorhombic,3
mp-1228639,Ba2LuB2ClO6,2.1046,24,5.1805,16.0987,11,Monoclinic,5
mp-568803,Mg(B6C)2,2.1397,30,2.7176,7.2532,74,Orthorhombic,3
mp-29585,K4CdAs2,0.6091,7,2.5785,38.5145,166,Trigonal,3
mp-1198796,RbSnF3,3.6899,80,3.9066,22.203,14,Monoclinic,3
mp-927,CuP2,0.8679,12,4.3656,15.9114,14,Monoclinic,2
mp-557089,Rb2Zn3(P2O7)2,4.1684,46,3.2967,15.6595,4,Monoclinic,4
mp-1202549,Cs4Os2Cl10O,0.8307,68,3.9409,31.7911,61,Orthorhombic,4
mp-572452,CsPr(MoO4)2,3.6994,24,4.5705,17.9748,49,Orthorhombic,4
mp-1219573,SbH7F12,5.0047,20,2.9143,10.1649,5,Monoclinic,3
mp-8857,Cs2As2Pd,0.9488,10,5.029,34.4773,63,Orthorhombic,3
mp-1206699,Si4P4Os,1.4341,9,4.6739,16.8349,1,Triclinic,3
mp-2697,SrO2,2.8495,3,4.7311,13.9947,139,Tetragonal,2
mp-505045,Na5(InTe3)2,1.0037,52,4.4762,31.6807,36,Orthorhombic,3
mp-11605,KTb2CuS4,0.9799,16,4.9072,23.2115,63,Orthorhombic,4
mp-1200193,Bi2Mo2Se2O13,2.8105,38,5.8242,14.6419,2,Triclinic,4
mp-1203642,KSi2HO5,5.0122,36,2.3241,13.9937,62,Orthorhombic,4
mp-1209492,Rb3HoCl6,4.9849,40,3.274,32.1585,15,Monoclinic,3
mp-2251,Li3N,0.984,4,1.3296,10.8743,191,Hexagonal,2
mp-558370,Ca3TiBe2Si2(As3O10)2,2.1809,68,3.5206,14.0363,165,Trigonal,6
mp-9784,BaBAsO5,3.5436,24,4.373,14.3848,152,Trigonal,4
mp-555457,Te2S(O2F3)2,4.0479,52,3.7005,16.0597,19,Orthorhombic,4
mp-766093,Ti4(Ni5O8)3,1.2556,43,5.6103,10.0211,164,Trigonal,3
mp-1215793,ZnCrFeO4,1.3234,14,5.1029,11.0291,74,Orthorhombic,4
mp-571015,CuP4Se4I,1.7151,40,3.4723,30.1374,64,Orthorhombic,4
mp-1208208,Y3Ga3(FeO6)2,2.6298,80,5.3309,12.1415,230,Cubic,4
mp-3922,AgSbS2,1.3716,16,5.0374,24.2087,15,Monoclinic,3
mp-558427,Na6Mg(SO4)4,5.3855,54,2.7691,12.1375,14,Monoclinic,4
mp-1213558,Eu2Hf2(MoO4)7,0.3594,78,4.2526,17.8266,15,Monoclinic,4
mp-1191459,KZn(BO2)3,4.4661,22,2.7407,12.8304,2,Triclinic,4
mp-1195616,LaAg(IO3)4,2.6566,72,5.1491,16.9557,9,Monoclinic,4
mp-13926,Rb2NaYF6,6.4476,10,3.5834,18.3886,225,Cubic,4
mp-1207618,YSeClO3,4.3562,24,3.6473,19.07,62,Orthorhombic,4
mp-22443,VInO4,2.9684,12,4.666,13.6276,63,Orthorhombic,3
mp-1193901,HoMoBrO4,1.8564,28,5.338,17.9881,2,Triclinic,4
mp-3592,KAuS5,1.7779,28,3.6736,25.5963,72,Orthorhombic,3
mp-37693,Nd2EuS4,0.3825,14,5.8702,22.9819,122,Tetragonal,3
mp-1202980,Zr2Te4Cl2O11,3.164,38,4.7483,17.2968,2,Triclinic,4
mp-9197,Li3AsO4,4.1268,16,3.2123,10.322,31,Orthorhombic,3
mp-1225491,DySbPd,0.2299,3,9.1822,23.5506,216,Cubic,3
mp-3491,NbSbO4,2.4311,24,5.6214,13.7194,33,Orthorhombic,3
mp-1019609,Cs2Sr2Li3B3(PO4)6,5.6206,160,3.3092,13.3495,198,Cubic,6
mp-27880,Nb3Cl7,0.9765,40,3.6603,23.9029,64,Orthorhombic,2
mp-1223956,Ho2TeS2,1.7469,5,5.8586,29.5674,71,Orthorhombic,3
mp-997052,RbAgO2,1.0399,8,4.4368,21.0838,63,Orthorhombic,3
mp-1196025,Rb3Sc2Si4(O2F)5,5.1954,96,3.0909,15.9747,62,Orthorhombic,5
mp-866229,Ca2SnHg,0.1485,4,5.911,28.0544,225,Cubic,3
mp-1213837,CeHfF7,0.3565,18,5.004,16.6509,4,Monoclinic,3
mp-6254,Ba2TbNbO6,2.9923,10,6.5761,15.7184,87,Tetragonal,4
mp-1194570,TlBi(SO4)2,4.0547,48,5.4763,15.2997,2,Triclinic,4
mp-559304,Er2Te5O13,3.0126,40,6.4978,15.0842,2,Triclinic,3
mp-1190475,Lu2CoTe2(SO7)2,3.098,21,5.2396,14.3699,2,Triclinic,5
mp-14390,Na3GaP8O23,4.9996,140,2.8146,12.7177,213,Cubic,4
mp-1229155,Ag4Hg4S4BrCl3,1.5994,16,6.108,26.3088,1,Triclinic,5
mp-1228961,AlCuSnS4,0.7127,14,4.1282,19.3935,74,Orthorhombic,4
mp-554745,CrP2Pb5O13,2.1886,84,6.5152,16.4809,62,Orthorhombic,4
mp-1213844,CeSCl,0.1365,24,4.2262,27.194,61,Orthorhombic,3
mp-1195127,Ba4Zn4B14Pb2O31,3.6828,165,4.3628,12.9595,145,Trigonal,5
mp-13923,SnPS3,2.1301,20,3.3216,24.584,7,Monoclinic,3
mp-682548,Cs5Te3H4NCl18,2.6571,31,3.133,29.1258,156,Trigonal,5
mp-7949,Rb2GeF6,5.807,9,4.2636,15.4735,164,Trigonal,3
mp-561433,KPuCO5,0.4343,16,5.1687,15.0636,194,Hexagonal,4
mp-1211447,KErBeF6,7.4221,18,4.7725,12.733,11,Monoclinic,4
mp-23240,CoCl2,0.0843,3,3.338,21.5302,166,Trigonal,2
mp-1201686,Tl2Mo3SeO12,2.3865,36,5.5911,15.9644,159,Trigonal,4
mp-1209219,RbNbCl6,2.2919,16,2.8637,28.3471,15,Monoclinic,3
mp-1211533,K2YCl5,4.7832,32,2.6641,26.8309,62,Orthorhombic,3
mp-29310,Si2H6Se,3.8682,72,1.6786,15.5179,96,Tetragonal,3
mp-558834,Eu2B5BrO9,0.7992,68,4.4181,12.8646,34,Orthorhombic,4
mp-560149,SrFe2(SeO3)4,2.3881,38,4.0802,15.1467,10,Monoclinic,4
mp-1186984,ScBr3,2.2256,8,3.1485,37.5337,194,Hexagonal,2
mp-9870,K3Ta3(BO6)2,2.6703,20,5.3721,13.5041,189,Hexagonal,4
mp-1224453,HfTl2Fe2(MoO4)6,2.6073,35,4.4628,17.6323,2,Triclinic,5
mp-9035,NaLuS2,2.3993,4,5.0718,21.4522,166,Trigonal,3
mp-1202486,La7Ru3,0.0446,40,7.1108,29.787,62,Orthorhombic,2
mp-29764,RbHF2,6.4502,8,3.3847,15.2667,140,Tetragonal,3
mp-1209437,RbBa2Br5,4.364,32,4.2065,37.4837,14,Monoclinic,3
mp-1008858,NdBiPd,0.1051,3,9.5935,26.5199,216,Cubic,3
mp-1205610,Cs2P2Pd,1.0311,10,4.4649,32.2953,63,Orthorhombic,3
mp-557875,Rb3In(PO4)2,3.4028,112,3.8456,17.3079,14,Monoclinic,4
mp-3956,Sr3UO6,2.2134,20,6.1216,16.191,14,Monoclinic,3
mp-862701,CsCaCO3F,4.5255,21,3.5703,16.7431,189,Hexagonal,5
mp-741045,Na4AlP2HO9,4.6898,136,2.6863,11.85,57,Orthorhombic,5
mp-1213588,CsRbZr6BCl15,1.0453,96,3.1559,28.6837,51,Orthorhombic,5
mp-1193223,Ba(TbS2)2,1.7379,28,5.305,26.0894,62,Orthorhombic,3
mp-1211627,K3NaBe2F8,6.6922,14,2.5077,14.6764,164,Trigonal,4
mp-24835,K2MgCr2(H2O5)2,2.8687,19,2.5139,12.8813,2,Triclinic,5
mp-1045850,Ba2CaMn2CuF14,1.2563,40,4.3751,14.3113,15,Monoclinic,5
mp-1221883,Mn2InAgTe4,0.0293,8,5.2397,33.3931,121,Tetragonal,4
mp-557909,Zr(PO3)4,4.1128,136,3.0298,13.125,29,Orthorhombic,3
mp-23862,BaHI,2.8111,6,4.9513,29.6517,129,Tetragonal,3
mp-693753,BaNa5Ca7P6(O8F)3,5.0573,92,3.1395,13.3337,1,Triclinic,6
mp-1209529,RbDyP2O7,4.9848,44,3.7688,16.8995,14,Monoclinic,4
mp-1213731,Cs2GdCl5,2.9185,32,3.572,34.8852,62,Orthorhombic,3
mp-1540553,Rb2Ti(TeO4)3,1.6461,18,5.0866,14.3928,166,Trigonal,4
mp-1211440,K2PbCl6,1.6065,18,3.0899,29.7431,14,Monoclinic,3
mp-2713249,Na3Hf2Si2PO12,4.6473,80,4.3252,13.5349,9,Monoclinic,5
mp-1020013,Li2S2O7,5.7164,44,2.2891,12.5306,62,Orthorhombic,3
mp-17904,Nd2TiO5,3.3138,32,5.8325,14.817,62,Orthorhombic,3
mp-6760,Na3La9B8O27,4.0102,47,5.0303,12.9065,189,Hexagonal,4
mp-558128,KNd2NbO6,3.6157,20,5.5176,15.5437,12,Monoclinic,4
mp-12185,LiCu(PO3)3,0.7209,56,3.3694,10.8212,19,Orthorhombic,4
mp-684034,Ba21(Cd2Sb9)2,0.7314,172,5.4335,39.2689,64,Orthorhombic,3
mp-1219334,Si2P3RhO13,2.0386,38,2.952,13.6184,150,Trigonal,4
mp-1213214,Er3Al3Cr2O12,3.5395,80,6.3749,11.4442,230,Cubic,4
mp-1222366,LiNiRhF6,1.6961,18,4.5455,11.4681,102,Tetragonal,4
mp-1200526,Eu3(GeAs2)2,0.0122,36,6.3092,26.3446,14,Monoclinic,3
mp-571323,La12C6I17,0.0256,70,4.9977,36.9885,15,Monoclinic,3
mp-1214751,Cs3ScF6,6.2612,20,4.2184,21.9518,128,Tetragonal,3
mp-1192575,CdH6C(IN)3,2.597,28,3.0052,21.8341,9,Monoclinic,5
mp-17520,Ba2CrO4,1.9087,28,5.411,17.1261,62,Orthorhombic,3
mp-1194882,BaMnPClO4F,2.4601,36,4.1048,15.3582,14,Monoclinic,6
mp-1212022,K2HoF5,7.1033,32,4.4613,15.7315,62,Orthorhombic,3
mp-3789,Zn2SiO4,2.7537,42,4.2457,12.4541,148,Trigonal,3
mp-1265,MgO,4.4292,2,3.6289,9.2214,225,Cubic,2
mp-570252,UHg4(AsCl3)2,0.3242,104,5.3828,33.2921,61,Orthorhombic,4
mp-1210364,Na2Sm2B2O7,4.5183,52,4.9593,12.3712,14,Monoclinic,4
mp-1211656,KCr(SO4)2,3.1539,48,2.7995,13.9997,165,Trigonal,4
mp-1209350,Rb3YV2O8,3.3415,14,3.7314,18.2835,164,Trigonal,4
mp-766224,Ti3VSn2(PO4)6,0.3546,36,3.3612,13.7478,146,Trigonal,5
mp-23406,Cs2PtCl6,2.1146,9,4.0487,30.6971,225,Cubic,3
mp-2715784,Nb2Si2SO12,3.0617,102,2.9255,15.5605,9,Monoclinic,4
mp-655360,UI4,0.2653,10,5.1676,47.9207,15,Monoclinic,2
mp-560230,CeAg6(NO3)9,2.2186,86,3.7357,13.9075,167,Trigonal,4
mp-18610,Sm2SiSeO4,2.693,32,6.433,15.222,57,Orthorhombic,4
mp-28763,CaAsPd,0.1606,48,5.6755,21.5944,62,Orthorhombic,3
mp-1029498,Li6CrN4,1.4398,22,2.4147,9.3566,137,Tetragonal,3
mp-696396,NaHCO3,5.2829,24,2.3049,10.0871,14,Monoclinic,4
mp-29379,K3BiTe3,1.2282,28,4.155,40.4829,198,Cubic,3
mp-542237,SmP4HO12,5.7384,36,3.3811,12.749,2,Triclinic,4
mp-21838,Ce(SeO4)2,1.2845,88,4.4933,14.313,61,Orthorhombic,3
mp-1200987,CsGa(SeO3)2,3.5463,40,4.2644,17.7777,12,Monoclinic,4
mp-1227983,BaGa2GeS6,2.7663,10,3.7231,24.165,1,Triclinic,4
mp-567998,ICl,1.8522,16,3.5991,37.4539,14,Monoclinic,2
mp-546672,LaBi2IO4,1.2225,8,7.7806,19.9486,123,Tetragonal,4
mp-1198991,Rb3H12N5,1.7749,40,2.2938,12.2538,199,Cubic,3
mp-1202556,Tb(NO3)3,3.3721,52,3.5052,12.5702,14,Monoclinic,3
mp-761037,Hg(ClO3)2,2.6494,18,4.4214,15.3354,4,Monoclinic,3
mp-19514,Sr2CrO4,1.9972,56,4.6881,14.7365,33,Orthorhombic,3
mp-1106254,La(LuS2)3,1.0627,20,6.2478,22.7562,11,Monoclinic,3
mp-699469,AlH15N5Cl3,4.9406,96,1.4641,10.3253,62,Orthorhombic,4
mp-1095283,PAuO4,1.706,12,5.7386,14.0792,15,Monoclinic,3
mp-463,KF,5.9494,2,2.5791,18.7028,225,Cubic,2
mp-18436,RbVP2O7,1.9638,44,3.2567,14.386,14,Monoclinic,4
mp-1195419,NaMg2HSe2O7,4.567,52,3.2482,13.4696,62,Orthorhombic,5
mp-1179866,Pr3CBr5,0.5934,18,4.8203,31.9325,2,Triclinic,3
mp-562901,CsVP2O7,1.8855,44,3.6226,14.9094,14,Monoclinic,4
mp-1189172,MgHOF,4.7269,16,2.6527,9.4384,62,Orthorhombic,4
mp-28017,Na8Ti5O14,3.5058,54,3.4303,11.6045,2,Triclinic,3
mp-6449,CdCu2SiS4,0.9803,16,4.2041,19.5442,31,Orthorhombic,4
mp-1214796,Cs2SbF5,4.7187,16,4.7509,21.0831,63,Orthorhombic,3
mp-9071,Na8TiAs4,1.0363,26,2.7347,24.8241,227,Cubic,3
mp-8278,Ba(MgP)2,1.1366,5,3.257,25.276,164,Trigonal,3
mp-4421,LaTaO4,3.468,24,7.7814,13.6521,14,Monoclinic,3
mp-1209197,Sr3Er2(GeO4)3,3.6934,80,5.8073,14.4011,230,Cubic,4
mp-555898,K2Cr3(ClF3)2,2.4339,26,2.8541,18.756,14,Monoclinic,4
mp-1020146,Na2LiB5(PO7)2,5.5805,48,2.2126,12.2866,11,Monoclinic,5
mp-775211,Ho2WO6,3.643,36,9.1675,12.2708,13,Monoclinic,3
mp-560349,La3NbO7,2.9341,44,6.1731,15.2013,62,Orthorhombic,3
mp-1200408,SrMo2Se2O11,2.7115,32,4.0382,15.765,2,Triclinic,4
mp-15432,K2Ga2As3,1.6704,56,4.0009,26.231,14,Monoclinic,3
mp-1197797,K3Ta2Cu3S8,2.313,32,3.7694,25.5053,15,Monoclinic,4
mp-12451,LiLa2OsO6,0.3355,20,7.61,12.459,14,Monoclinic,4
mp-762,PtS2,1.5467,3,7.0513,20.3479,164,Trigonal,2
mp-23804,Mg2FeH6,1.914,9,2.8597,7.1295,225,Cubic,3
mp-1205367,K2FeF5,2.9703,16,3.227,14.7321,12,Monoclinic,3
mp-11792,PrCuSe2,0.7455,16,6.594,22.8139,14,Monoclinic,3
mp-540925,Hg2AsF6,1.4207,36,6.4549,16.8669,14,Monoclinic,3
mp-1207196,Ca2H6Os,2.7001,9,4.859,10.4966,225,Cubic,3
mp-23426,Al4Bi2O9,2.8002,30,6.2361,11.8916,55,Orthorhombic,3
mp-9297,Ba(AuO2)2,1.1785,14,9.0969,15.5226,88,Tetragonal,3
mp-1228899,CsVNiF6,2.3655,18,4.0603,16.2011,74,Orthorhombic,4
mp-23418,Hg3(SCl)2,1.9398,14,6.5591,26.6477,199,Cubic,3
mp-23582,KLi6BiO6,1.4216,14,4.3244,10.5796,166,Trigonal,4
mp-20968,KFe(SO4)2,2.1783,48,2.7445,14.4743,12,Monoclinic,4
mp-1201377,Pr(NO3)3,3.1349,104,3.0617,13.6393,15,Monoclinic,3
mp-8866,La10Se19,0.772,58,6.1876,26.7375,86,Tetragonal,2
mp-18754,DyCrO4,0.298,12,5.866,13.1393,141,Tetragonal,3
mp-28741,CuSe3Br,1.0299,20,4.8202,26.2044,53,Orthorhombic,3
mp-2713744,Mg4Nb2(SO4)9,2.3338,102,2.583,14.466,158,Trigonal,4
mp-27694,H3ClO5,5.4926,36,2.1505,10.1646,14,Monoclinic,3
mp-756242,Li2CrFeO4,2.0383,24,4.1231,9.3496,2,Triclinic,4
mp-3384,Er3Al5O12,4.758,80,6.4942,10.5944,230,Cubic,3
mp-572728,CsV2I3O13,1.8297,38,4.4399,16.2099,46,Orthorhombic,4
mp-1214569,Ba3CaNb2O9,2.646,15,5.6495,15.3207,164,Trigonal,4
mp-10931,HoSF,1.2996,6,7.5403,15.8555,129,Tetragonal,3
mp-675770,Nd3U2O10,0.1734,15,8.7247,13.5611,12,Monoclinic,3
mp-1203163,GdV(SeO4)2,2.0264,48,4.9893,13.704,11,Monoclinic,4
mp-10492,Rb2SiF6,6.9955,9,3.567,16.1908,225,Cubic,3
mp-762082,ThH10N4O17,3.5718,64,2.7823,10.6333,43,Orthorhombic,4
mp-1221102,NaBiTe2,1.0653,4,6.1317,32.983,166,Trigonal,3
mp-1192379,Na2PtF6,2.7424,27,4.6731,14.0184,150,Trigonal,3
mp-1190195,LiIn(WO4)2,3.346,24,7.0107,12.187,15,Monoclinic,4
mp-541155,VS4,0.9239,20,2.6677,22.3091,15,Monoclinic,2
mp-1239185,KVPO4F,2.3034,64,2.9507,14.3509,33,Orthorhombic,5
mp-608014,K2Ge2Pb2O7,3.1648,13,5.1189,18.7119,147,Trigonal,4
mp-1213084,CsSrCl3,5.3123,20,3.0477,35.6207,62,Orthorhombic,3
mp-643579,SbH3OF6,4.6548,44,3.1641,12.1551,199,Cubic,4
mp-7774,Na2SbAu,0.3618,8,5.8917,25.6977,63,Orthorhombic,3
mp-1196298,V4Pb3O3F19,1.8835,58,4.6996,15.0391,159,Trigonal,4
mp-1213769,Cr3B7O13F,3.1891,48,3.3419,9.4958,219,Cubic,4
mp-1198110,Ba2B5HO10,4.7874,72,3.7288,12.1156,14,Monoclinic,4
mp-1113068,Cs2ScInI6,1.9468,10,4.0345,48.8551,225,Cubic,4
mp-558321,CsMo4(PO4)7,2.5434,80,3.0911,15.8673,2,Triclinic,4
mp-532028,Ca3V2O8,3.5793,91,3.0778,14.5304,146,Trigonal,3
mp-1205028,H15IrBr3N5,3.0246,96,2.9194,12.2549,62,Orthorhombic,4
mp-27514,NaFeCl4,0.2252,24,2.3572,25.9055,19,Orthorhombic,3
mp-1213646,CsYMnSe3,0.5245,12,4.4723,31.7843,63,Orthorhombic,4
mp-20493,Mg(InS2)2,1.7644,14,4.0246,22.5277,227,Cubic,3
mp-30012,BiKrF7,2.3847,36,4.6003,17.0763,14,Monoclinic,3
mp-680169,Na21S7Cl(O14F3)2,4.9055,189,2.5188,13.6526,157,Trigonal,5
mp-541451,Ga2(SO4)3,4.33,34,3.4334,12.1658,148,Trigonal,3
mp-1192685,ZnH6(Se2N)2,1.4965,26,3.0325,17.4934,4,Monoclinic,4
mp-1203297,Sc5IrCl9,0.2181,120,3.3663,24.2065,88,Tetragonal,3
mp-569149,K2TeCl6,2.5557,9,2.661,29.0188,225,Cubic,3
mp-1386276,MnZnF6,2.3517,8,4.2152,11.5393,148,Trigonal,3
mp-556001,NaBeSi3HO8,5.2827,112,2.4733,11.7619,62,Orthorhombic,5
mp-1111080,K3GaF6,5.7897,10,3.0382,16.4517,225,Cubic,3
mp-1200631,InSb3F18,3.4854,44,3.9305,15.7867,165,Trigonal,3
mp-558424,Rb2UCr(IO6)2,2.2192,72,4.4642,18.7382,14,Monoclinic,5
mp-21356,EuCuSeF,0.0305,8,7.2067,18.057,129,Tetragonal,4
mp-28400,P3Ru,1.1446,16,5.2762,15.2635,2,Triclinic,2
mp-28065,ThNCl,2.4963,6,7.9805,19.5241,129,Tetragonal,3
mp-1223921,K2VCo6Cu2As5O24,0.4375,40,4.4751,12.6942,1,Triclinic,6
